Year,Location,Data type,Date,Lease #,Finfish/Shellfish/Reference,NSDFA ID,Soft or Hard Bottom Station ,Latitude,Longitude,Number of Replicates,Mean Redox (mVNHE),Mean Sulphide (µM),Mean Porosity (%),Mean Organic Matter (%),"Presence or absence of visual indicators (Beggiatoa like bacteria, OPC, barreness)",Location 1
2017,Whycocomagh Bay,EMP-Level I,"Sep 20, 2017",0814,Fin,WYB30,Soft,45.9511,-61.1264,3,-174,1877,84.37,28.58,,"(45.9511, -61.1264)"
2017,Whycocomagh Bay,EMP-Level I,"Sep 19, 2017",0814,Fin,WYB31,Soft,45.9506,-61.1254,3,-165,1269,88.29,28.56,,"(45.9506, -61.1254)"
2017,Whycocomagh Bay,EMP-Level I,"Sep 19, 2017",0814,Fin,WYB39,Soft,45.9508,-61.1275,3,-180,1467,75.09,16.29,,"(45.9508, -61.1275)"
2017,Whycocomagh Bay,EMP-Level I,"Sep 19, 2017",0814,Fin,WYB41,Soft,45.9499,-61.1266,3,-176,1271,86.57,18.58,,"(45.9499, -61.1266)"
2017,Whycocomagh Bay,EMP-Level I,"Sep 19, 2017",0814,Fin,WYB44,Soft,45.9509,-61.1262,3,-163,1620,85.94,31.18,,"(45.9509, -61.1262)"
2017,Whycocomagh Bay,EMP-Level I,"Sep 19, 2017",0814,Fin,WYB43,Soft,45.9509,-61.1257,3,-167,1367,87.6,25.57,,"(45.9509, -61.1257)"
2017,Whycocomagh Bay,EMP-Level I,"Sep 19, 2017",0814,Fin,WYB46,Soft,45.9514,-61.1255,3,-151,994,84.02,24.19,,"(45.9514, -61.1255)"
2017,Whycocomagh Bay,EMP-Level I,"Sep 19, 2017",0814,Fin,WYB45,Soft,45.9513,-61.1261,3,-146,926,80.12,20.04,,"(45.9513, -61.1261)"
2017,Whycocomagh Bay,EMP-Level I,"Sep 20, 2017",0814,Fin,WYB42,Soft,45.9505,-61.1258,3,-146,2120,86.58,33.67,,"(45.9505, -61.1258)"
2017,Whycocomagh Bay,EMP-Level I,"Sep 19, 2017",0814,Fin,WYB29A,Soft,45.9502,-61.1252,3,-141,445,83.49,18.13,,"(45.9502, -61.1252)"
2017,Whycocomagh Bay,EMP-Level I,"Sep 19, 2017",0814,Fin,WYB31A,Soft,45.9506,-61.1254,3,-163,1337,87.44,30.38,,"(45.9506, -61.1254)"
2017,Whycocomagh Bay,EMP-Level I,"Sep 20, 2017",0845,Fin,WYB47,Soft,45.9506,-61.1248,3,-174,1393,82.68,17.91,,"(45.9506, -61.1248)"
2017,Whycocomagh Bay,EMP-Level I,"Sep 20, 2017",0845,Fin,WYB48,Soft,45.9514,-61.1239,3,-165,1095,83.75,17.71,,"(45.9514, -61.1239)"
2017,Whycocomagh Bay,EMP-Level I,"Sep 19, 2017",0600/0814/0845,Ref,WYB07,Soft,45.9501,-61.1194,3,-114,164,84.93,18.87,,"(45.9501, -61.1194)"
2017,Whycocomagh Bay,EMP-Level I,"Sep 19, 2017",0600/0814/0845,Ref,WYB49,Soft,45.9486,-61.122,3,-152,585,84.51,17.77,,"(45.9486, -61.122)"
2017,Whycocomagh Bay,EMP-Level I,"Sep 19, 2017",0600/0814/0845,Ref,WYB40,Soft,45.9472,-61.129,3,-139,438,83.89,17.63,,"(45.9472, -61.129)"
2017,Port Mouton,EMP-Level I,"Nov 07, 2017",0835,Fin,PTM73,Soft,43.91578,-64.81173,3,161,392,61.47,9.21,,"(43.91578, -64.81173)"
2017,Port Mouton,EMP-Level I,"Nov 07, 2017",0835,Ref,PTM11,Soft,43.91807,-64.80836,3,244,87,58.71,6.81,,"(43.91807, -64.80836)"
2017,Port Mouton,EMP-Level I,"Nov 07, 2017",0835,Ref,PTM17,Soft,43.91321,-64.81423,3,309,68,66.01,8.71,,"(43.91321, -64.81423)"
2017,Shelburne Harbour,EMP-Level I,"Nov 08, 2017",0983,Fin,SBH157,Soft,43.74138,-65.32919,3,153,337,80.93,26.35,,"(43.74138, -65.32919)"
2017,Shelburne Harbour,EMP-Level I,"Nov 08, 2017",0983,Fin,SBH158,Soft,43.73943,-65.32894,3,231,244,77.29,21.52,,"(43.73943, -65.32894)"
2017,Shelburne Harbour,EMP-Level I,"Nov 08, 2017",0983,Fin,SBH218,Soft,43.73949,-65.32925,3,191,245,79.33,24.33,,"(43.73949, -65.32925)"
2017,Shelburne Harbour,EMP-Level I,"Nov 08, 2017",0983,Fin,SBH241,Soft,43.73879,-65.32864,3,224,187,78.83,21.01,,"(43.73879, -65.32864)"
2017,Shelburne Harbour,EMP-Level I,"Nov 08, 2017",0983,Fin,SBH38,Soft,43.73882,-65.32895,3,95,491,77.84,22.07,,"(43.73882, -65.32895)"
2017,Shelburne Harbour,EMP-Level I,"Nov 08, 2017",0983,Fin,SBH303,Soft,43.74132,-65.32774,3,238,285,76.82,22.17,,"(43.74132, -65.32774)"
2017,Shelburne Harbour,EMP-Level I,"Nov 08, 2017",0983,Ref,SBH317,Soft,43.73695,-65.32916,3,175,46,80.27,17.95,,"(43.73695, -65.32916)"
2017,Shelburne Harbour,EMP-Level I,"Nov 08, 2017",0983,Ref,SBH318,Soft,43.74326,-65.32806,3,225,45,81.82,19.04,,"(43.74326, -65.32806)"
2017,St. Anns Harbour,EMP-Level I,"Oct 22, 2017",1186,Shell,STA187,Soft,46.25224,-60.58391,3,-64,363,75.33,12.85,,"(46.25224, -60.58391)"
2017,St. Anns Harbour,EMP-Level I,"Oct 22, 2017",1186,Shell,STA189,Soft,46.24454,-60.5887,3,-111,459,80.53,14.73,,"(46.24454, -60.5887)"
2017,St. Anns Harbour,EMP-Level I,"Oct 22, 2017",1186,Shell,STA191,Soft,46.23706,-60.593,3,-119,903,82.06,15.17,,"(46.23706, -60.593)"
2017,St. Anns Harbour,EMP-Level I,"Oct 22, 2017",1187,Shell,STA183,Soft,46.26863,-60.55504,3,-33,125,77.91,13.14,,"(46.26863, -60.55504)"
2017,St. Anns Harbour,EMP-Level I,"Oct 22, 2017",1187,Shell,STA184,Soft,46.26475,-60.55745,3,63,109,72.12,10.7,,"(46.26475, -60.55745)"
2017,St. Anns Harbour,EMP-Level I,"Oct 22, 2017",1187,Shell,STA185,Soft,46.26124,-60.56026,3,18,142,71.21,11.57,,"(46.26124, -60.56026)"
2017,St. Anns Harbour,EMP-Level I,"Oct 22, 2017",1188,Shell,STA173,Soft,46.27866,-60.5641,3,-93,650,58.9,7.12,,"(46.27866, -60.5641)"
2017,St. Anns Harbour,EMP-Level I,"Oct 22, 2017",1188,Shell,STA180,Soft,46.28196,-60.55975,3,7,260,47.62,5.53,,"(46.28196, -60.55975)"
2017,St. Anns Harbour,EMP-Level I,"Oct 22, 2017",1188,Shell,STA181,Soft,46.27521,-60.56924,3,-94,1387,65.92,9.44,,"(46.27521, -60.56924)"
2017,St. Anns Harbour,EMP-Level I,"Oct 22, 2017",1189,Shell,STA188,Soft,46.24429,-60.57415,3,-121,613,79.78,14.35,,"(46.24429, -60.57415)"
2017,St. Anns Harbour,EMP-Level I,"Oct 22, 2017",1189,Shell,STA192,Soft,46.23465,-60.58305,3,21,105,79.67,12.83,,"(46.23465, -60.58305)"
2017,St. Anns Harbour,EMP-Level I,"Oct 22, 2017",1189,Shell,STA193,Soft,46.25406,-60.5659,3,-7,130,78.52,14.04,,"(46.25406, -60.5659)"
2017,St. Anns Harbour,EMP-Level I,"Oct 22, 2017",1186/1187/1188/1189,Ref,STA102,Soft,46.24147,-60.58605,3,-52,193,81.57,14.89,,"(46.24147, -60.58605)"
2017,St. Anns Harbour,EMP-Level I,"Oct 22, 2017",1186/1187/1188/1189,Ref,STA182,Soft,46.27108,-60.56242,3,39,179,63.29,7.55,,"(46.27108, -60.56242)"
2017,St. Anns Harbour,EMP-Level I,"Oct 22, 2017",1186/1187/1188/1189,Ref,STA186,Soft,46.256,-60.57369,3,17,126,77.14,12.79,,"(46.256, -60.57369)"
2018,Liverpool Bay,EMP-Level I,"Jul 10, 2018",1205,Fin,LVP53,Soft,44.04423,-64.64018,3,26,722,29.15,3.12,,"(44.04423, -64.64018)"
2018,Liverpool Bay,EMP-Level I,"Jul 10, 2018",1205,Fin,LVP54,Soft,44.04091,-64.63918,3,243,120,24.82,1.62,,"(44.04091, -64.63918)"
2018,Liverpool Bay,EMP-Level I,"Jul 10, 2018",1205,Fin,LVP55,Soft,44.04263,-64.64025,3,-20,2327,22.57,1.38,,"(44.04263, -64.64025)"
2018,Liverpool Bay,EMP-Level I,"Jul 10, 2018",1205,Fin,LVP56,Soft,44.04322,-64.64026,3,131,288,22.93,1.28,,"(44.04322, -64.64026)"
2018,Liverpool Bay,EMP-Level I,"Jul 10, 2018",1205,Ref,LVP04,Soft,44.0394,-64.64,3,342,0,21.95,0.85,,"(44.0394, -64.64)"
2018,St. Mary's Bay,EMP-Level I,"Jul 11, 2018",1353,Fin,STM100,Soft,44.25929,-66.30487,3,310,5,28.24,1.82,,"(44.25929, -66.30487)"
2018,St. Mary's Bay,EMP-Level I,"Jul 11, 2018",1353,Fin,STM101,Soft,44.25792,-66.30529,3,272,3,29.93,2.25,,"(44.25792, -66.30529)"
2018,St. Mary's Bay,EMP-Level I,"Jul 11, 2018",1353,Fin,STM102,Soft,44.25755,-66.3056,3,318,11,28.61,1.96,,"(44.25755, -66.3056)"
2018,St. Mary's Bay,EMP-Level I,"Jul 11, 2018",1353,Fin,STM103,Soft,44.25693,-66.30634,3,307,8,33.6,2.29,,"(44.25693, -66.30634)"
2018,St. Mary's Bay,EMP-Level I,"Jul 11, 2018",1353,Fin,STM104,Soft,44.25646,-66.30701,3,307,4,27.74,1.92,,"(44.25646, -66.30701)"
2018,St. Mary's Bay,EMP-Level I,"Jul 11, 2018",1353,Fin,STM109,Soft,44.25865,-66.305,3,303,6,30.74,1.9,,"(44.25865, -66.305)"
2018,St. Mary's Bay,EMP-Level I,"Jul 11, 2018",1353,Fin,STM110,Soft,44.25724,-66.30604,3,308,9,29.47,2.19,,"(44.25724, -66.30604)"
2018,St. Mary's Bay,EMP-Level I,"Jul 11, 2018",1353,Ref,STM113,Soft,44.26182,-66.30068,3,293,12,30.94,2.14,,"(44.26182, -66.30068)"
2018,Annapolis Basin,EMP-Level I,"Jul 23, 2018",1040,Fin,ANB106,Soft,44.66869,-65.72068,3,-123,2183,43.47,3.64,,"(44.66869, -65.72068)"
2018,Annapolis Basin,EMP-Level I,"Jul 23, 2018",1040,Fin,ANB108,Soft,44.66792,-65.72114,3,122,175,26.6,1.65,,"(44.66792, -65.72114)"
2018,Annapolis Basin,EMP-Level I,"Jul 23, 2018",1040,Fin,ANB101,Soft,44.66827,-65.72043,3,-65,1734,27.92,1.85,,"(44.66827, -65.72043)"
2018,Annapolis Basin,EMP-Level I,"Jul 23, 2018",1040,Fin,ANB107,Hard,44.66696,-65.72487,3,,,,,Absence,"(44.66696, -65.72487)"
2018,Annapolis Basin,EMP-Level I,"Jul 23, 2018",1040,Fin,ANB109,Hard,44.66803,-65.72324,3,,,,,Absence,"(44.66803, -65.72324)"
2018,Annapolis Basin,EMP-Level I,"Jul 23, 2018",1040,Ref,ANB55,Hard,44.66986,-65.71674,3,,,,,Absence,"(44.66986, -65.71674)"
2018,Annapolis Basin,EMP-Level I,"Jul 24, 2018",1039,Fin,ANB41,Soft,44.65228,-65.75508,3,184,146,51.58,6.34,,"(44.65228, -65.75508)"
2018,Annapolis Basin,EMP-Level I,"Jul 24, 2018",1039,Fin,ANB46,Soft,44.65647,-65.75605,3,-136,6797,64.4,35.55,,"(44.65647, -65.75605)"
2018,Annapolis Basin,EMP-Level I,"Jul 24, 2018",1039,Fin,ANB94,Soft,44.65223,-65.7558,3,261,57,41.02,3.8,,"(44.65223, -65.7558)"
2018,Annapolis Basin,EMP-Level I,"Jul 24, 2018",1039,Fin,ANB103,Soft,44.65585,-65.75521,3,89,165,28.32,2.5,,"(44.65585, -65.75521)"
2018,Annapolis Basin,EMP-Level I,"Jul 24, 2018",1039,Fin,ANB104,Soft,44.6545,-65.75617,3,150,61,47.43,5.36,,"(44.6545, -65.75617)"
2018,Annapolis Basin,EMP-Level I,"Jul 24, 2018",1039,Ref,ANB05,Soft,44.65068,-65.75544,3,162,98,26.71,2.13,,"(44.65068, -65.75544)"
2018,Jordan Bay,EMP-Level I,"Aug 08, 2018",1359,Fin,JDB07,Soft,43.68319,-65.2054,3,387,0,22.81,0.54,,"(43.68319, -65.2054)"
2018,Jordan Bay,EMP-Level I,"Aug 08, 2018",1359,Fin,JDB67,Soft,43.67865,-65.20442,3,370,1,22.49,0.4,,"(43.67865, -65.20442)"
2018,Jordan Bay,EMP-Level I,"Aug 08, 2018",1359,Fin,JDB79,Soft,43.68079,-65.20561,3,380,0,22.13,0.44,,"(43.68079, -65.20561)"
2018,Jordan Bay,EMP-Level I,"Aug 08, 2018",1359,Fin,JDB82,Soft,43.68129,-65.20583,3,374,0,22.41,0.5,,"(43.68129, -65.20583)"
2018,Jordan Bay,EMP-Level I,"Aug 08, 2018",1359,Fin,JDB85,Soft,43.68188,-65.20618,3,461,0,22.2,0.51,,"(43.68188, -65.20618)"
2018,Jordan Bay,EMP-Level I,"Aug 08, 2018",1359,Fin,JDB80,Soft,43.68368,-65.20676,3,408,0,22.73,0.51,,"(43.68368, -65.20676)"
2018,Jordan Bay,EMP-Level I,"Aug 08, 2018",1359,Fin,JDB96,Soft,43.6793,-65.20485,3,374,1,22.15,0.42,,"(43.6793, -65.20485)"
2018,Jordan Bay,EMP-Level I,"Aug 08, 2018",1359,Fin,JDB97,Soft,43.67965,-65.20515,3,378,0,21.13,0.35,,"(43.67965, -65.20515)"
2018,Jordan Bay,EMP-Level I,"Aug 08, 2018",1359,Fin,JDB98,Soft,43.68051,-65.20414,3,376,1,22.39,0.51,,"(43.68051, -65.20414)"
2018,Jordan Bay,EMP-Level I,"Aug 08, 2018",1359,Fin,JDB99,Soft,43.68383,-65.20583,3,394,0,21.96,0.58,,"(43.68383, -65.20583)"
2018,Jordan Bay,EMP-Level I,"Aug 08, 2018",1359,Ref,JDB06,Soft,43.68639,-65.20645,3,405,0,21.97,0.5,,"(43.68639, -65.20645)"
2018,Brier Island,EMP-Level I,"Aug 09, 2018",0742,Fin,BRI40,Soft,44.26227,-66.3463,3,344,55,16.73,1.3,,"(44.26227, -66.3463)"
2018,Brier Island,EMP-Level I,"Aug 09, 2018",0742,Fin,BRI45,Soft,44.26179,-66.34606,3,363,7,21.35,0.92,,"(44.26179, -66.34606)"
2018,Brier Island,EMP-Level I,"Aug 09, 2018",0742,Fin,BRI46,Soft,44.26253,-66.34691,3,386,18,16.59,1.3,,"(44.26253, -66.34691)"
2018,Brier Island,EMP-Level I,"Aug 09, 2018",0742,Fin,BRI47,Soft,44.26156,-66.3463,3,419,44,23.54,1.39,,"(44.26156, -66.3463)"
2018,Brier Island,EMP-Level I,"Aug 09, 2018",0742,Fin,BRI48,Hard,44.26153,-66.34732,3,,,,,Absence,"(44.26153, -66.34732)"
2018,Brier Island,EMP-Level I,"Aug 09, 2018",0742,Fin,BRI49,Hard,44.26118,-66.34745,3,,,,,Absence,"(44.26118, -66.34745)"
2018,Brier Island,EMP-Level I,"Aug 09, 2018",0742,Ref,BRI14,Soft,44.26337,-66.3454,3,414,0,24.87,1.3,,"(44.26337, -66.3454)"
2018,Jordan Bay,EMP-Level I,"Aug 21, 2018",1358,Fin,JDB40,Soft,43.70226,-65.19452,3,-158,4037,44.45,11.56,,"(43.70226, -65.19452)"
2018,Jordan Bay,EMP-Level I,"Aug 21, 2018",1358,Fin,JDB66,Soft,43.70036,-65.1941,3,-108,1903,30.78,4,,"(43.70036, -65.1941)"
2018,Jordan Bay,EMP-Level I,"Aug 21, 2018",1358,Fin,JDB74,Soft,43.70023,-65.19483,3,280,90,22.47,0.65,,"(43.70023, -65.19483)"
2018,Jordan Bay,EMP-Level I,"Aug 21, 2018",1358,Fin,JDB87,Soft,43.7039,-65.19518,3,-161,4993,47.62,10.34,,"(43.7039, -65.19518)"
2018,Jordan Bay,EMP-Level I,"Aug 21, 2018",1358,Fin,JDB93,Soft,43.70093,-65.19531,3,77,219,23.23,0.66,,"(43.70093, -65.19531)"
2018,Jordan Bay,EMP-Level I,"Aug 21, 2018",1358,Fin,JDB88,Soft,43.70197,-65.1957,3,44,547,23.72,1.34,,"(43.70197, -65.1957)"
2018,Jordan Bay,EMP-Level I,"Aug 21, 2018",1358,Fin,JDB100,Soft,43.70416,-65.1965,3,-115,2533,27.07,2.1,,"(43.70416, -65.1965)"
2018,Jordan Bay,EMP-Level I,"Aug 21, 2018",1358,Fin,JDB101,Soft,43.7011,-65.19414,3,-175,4820,32.9,3.76,,"(43.7011, -65.19414)"
2018,Jordan Bay,EMP-Level I,"Aug 21, 2018",1358,Fin,JDB102,Soft,43.70168,-65.19435,3,-171,2360,25.13,1.47,,"(43.70168, -65.19435)"
2018,Jordan Bay,EMP-Level I,"Aug 21, 2018",1358,Fin,JDB103,Soft,43.70565,-65.19595,3,-151,1367,26.3,2.08,,"(43.70565, -65.19595)"
2018,Jordan Bay,EMP-Level I,"Aug 21, 2018",1358,Fin,JDB104,Soft,43.70546,-65.19676,3,-152,5657,28.36,3.19,,"(43.70546, -65.19676)"
2018,Jordan Bay,EMP-Level I,"Aug 21, 2018",1358,Fin,JDB105,Soft,43.70371,-65.19634,3,-134,3320,29.3,1.81,,"(43.70371, -65.19634)"
2018,Jordan Bay,EMP-Level I,"Aug 21, 2018",1358,Ref,JDB19,Soft,43.7081,-65.19837,3,154,1,25.39,0.66,,"(43.7081, -65.19837)"
2018,Shelburne Harbour,EMP-Level I,"Aug 22, 2018",1345,Fin,SBH309,Soft,43.65455,-65.28197,3,154,203,20.15,0.7,,"(43.65455, -65.28197)"
2018,Shelburne Harbour,EMP-Level I,"Aug 22, 2018",1345,Fin,SBH317,Soft,43.65609,-65.28655,3,-159,5097,36.03,9.47,,"(43.65609, -65.28655)"
2018,Shelburne Harbour,EMP-Level I,"Aug 22, 2018",1345,Fin,SBH328,Soft,43.65288,-65.28046,3,-74,2726,23.15,1.9,,"(43.65288, -65.28046)"
2018,Shelburne Harbour,EMP-Level I,"Aug 22, 2018",1345,Fin,SBH329,Soft,43.65491,-65.28268,3,221,55,21.2,0.55,,"(43.65491, -65.28268)"
2018,Shelburne Harbour,EMP-Level I,"Aug 22, 2018",1345,Fin,SBH330,Soft,43.65649,-65.28605,3,-142,6657,48.96,37.72,,"(43.65649, -65.28605)"
2018,Shelburne Harbour,EMP-Level I,"Aug 22, 2018",1345,Fin,SBH331,Soft,43.65408,-65.2833,3,-162,5470,27.91,2.82,,"(43.65408, -65.2833)"
2018,Shelburne Harbour,EMP-Level I,"Aug 22, 2018",1345,Ref,SBH98,Soft,43.65146,-65.27795,3,117,65,23.28,0.77,,"(43.65146, -65.27795)"
2018,Shelburne Harbour,EMP-Level I,"Sep 19, 2018",0983,Fin,SBH323,Soft,43.73866,-65.32864,3,15,474,78.63,20.7,,"(43.73866, -65.32864)"
2018,Shelburne Harbour,EMP-Level I,"Sep 19, 2018",0983,Fin,SBH324,Soft,43.73871,-65.32896,3,-53,538,81.42,22.08,,"(43.73871, -65.32896)"
2018,Shelburne Harbour,EMP-Level I,"Sep 19, 2018",0983,Fin,SBH325,Soft,43.74027,-65.32873,3,-4,1198,79.61,17.46,,"(43.74027, -65.32873)"
2018,Shelburne Harbour,EMP-Level I,"Sep 19, 2018",0983,Fin,SBH326,Soft,43.74075,-65.3287,3,69,131,82.17,19.8,,"(43.74075, -65.3287)"
2018,Shelburne Harbour,EMP-Level I,"Sep 19, 2018",0983,Fin,SBH327,Soft,43.74142,-65.32787,3,-110,1897,81.76,19.78,,"(43.74142, -65.32787)"
2018,Shelburne Harbour,EMP-Level I,"Sep 19, 2018",0983,Ref,SBH67,Soft,43.73694,-65.32914,3,91,63,81.03,17.72,,"(43.73694, -65.32914)"
2018,Shelburne Harbour,EMP-Level II,"Sep 20, 2018",1345,Fin,SBH320,Soft,43.65382,-65.2827,3,-24,2100,,,,"(43.65382, -65.2827)"
2018,Shelburne Harbour,EMP-Level II,"Sep 20, 2018",1345,Fin,SBH340,Soft,43.65452,-65.28401,3,-82,2124,,,,"(43.65452, -65.28401)"
2018,Shelburne Harbour,EMP-Level II,"Sep 20, 2018",1345,Fin,SBH341,Soft,43.65492,-65.28514,3,-44,896,,,,"(43.65492, -65.28514)"
2018,Shelburne Harbour,EMP-Level II,"Sep 20, 2018",1345,Fin,SBH342,Soft,43.65593,-65.28706,3,170,0,,,,"(43.65593, -65.28706)"
2018,Shelburne Harbour,EMP-Level II,"Sep 20, 2018",1345,Fin,SBH343,Soft,43.65556,-65.28598,3,-117,1657,,,,"(43.65556, -65.28598)"
2018,Shelburne Harbour,EMP-Level II,"Sep 19, 2018",1345,Fin,SBH332,Soft,43.65251,-65.28045,3,250,19,,,,"(43.65251, -65.28045)"
2018,Shelburne Harbour,EMP-Level II,"Sep 19, 2018",1345,Fin,SBH333,Soft,43.6538,-65.28028,3,262,116,,,,"(43.6538, -65.28028)"
2018,Shelburne Harbour,EMP-Level II,"Sep 20, 2018",1345,Fin,SBH334,Soft,43.65453,-65.28149,3,327,52,,,,"(43.65453, -65.28149)"
2018,Shelburne Harbour,EMP-Level II,"Sep 20, 2018",1345,Fin,SBH335,Soft,43.65521,-65.28288,3,345,3,,,,"(43.65521, -65.28288)"
2018,Shelburne Harbour,EMP-Level II,"Sep 20, 2018",1345,Fin,SBH336,Soft,43.65588,-65.28416,3,340,33,,,,"(43.65588, -65.28416)"
2018,Shelburne Harbour,EMP-Level II,"Sep 20, 2018",1345,Fin,SBH337,Soft,43.65623,-65.28513,3,317,45,,,,"(43.65623, -65.28513)"
2018,Shelburne Harbour,EMP-Level II,"Sep 20, 2018",1345,Fin,SBH338,Soft,43.65684,-65.28611,3,332,4,,,,"(43.65684, -65.28611)"
2018,Shelburne Harbour,EMP-Level II,"Sep 20, 2018",1345,Fin,SBH339,Soft,43.65325,-65.28189,3,227,9,,,,"(43.65325, -65.28189)"
2018,Whycocomagh Bay,EMP-Level I,"Sep 25, 2018",0814,Fin,WYB10,Soft,45.95136,-61.12638,3,-201,1789,75.29,18.84,,"(45.95136, -61.12638)"
2018,Whycocomagh Bay,EMP-Level I,"Sep 25, 2018",0814,Fin,WYB24,Soft,45.95036,-61.12515,3,-206,2133,87.4,30.26,,"(45.95036, -61.12515)"
2018,Whycocomagh Bay,EMP-Level I,"Sep 25, 2018",0814,Fin,WYB23,Soft,45.95108,-61.1255,3,-206,2473,88.42,27.75,,"(45.95108, -61.1255)"
2018,Whycocomagh Bay,EMP-Level I,"Sep 25, 2018",0814,Fin,WYB27,Soft,45.9505,-61.12497,3,-204,2430,87.49,30.53,,"(45.9505, -61.12497)"
2018,Whycocomagh Bay,EMP-Level I,"Sep 25, 2018",0814,Fin,WYB28,Soft,45.95134,-61.12605,3,-202,3077,82.95,21.79,,"(45.95134, -61.12605)"
2018,Whycocomagh Bay,EMP-Level I,"Sep 25, 2018",0814,Fin,WYB30,Soft,45.95109,-61.12627,3,-201,2630,82.84,17.8,,"(45.95109, -61.12627)"
2018,Whycocomagh Bay,EMP-Level I,"Sep 25, 2018",0814,Fin,WYB32,Soft,45.95089,-61.12584,3,-201,2393,85.74,21.53,,"(45.95089, -61.12584)"
2018,Whycocomagh Bay,EMP-Level I,"Sep 25, 2018",0814,Fin,WYB54,Soft,45.94841,-61.12969,3,-197,1713,82.9,17.93,,"(45.94841, -61.12969)"
2018,Whycocomagh Bay,EMP-Level I,"Sep 25, 2018",0814,Fin,WYB55,Soft,45.94892,-61.13053,3,-198,1200,80,17.82,,"(45.94892, -61.13053)"
2018,Whycocomagh Bay,EMP-Level I,"Sep 25, 2018",0814,Fin,WYB56,Soft,45.94918,-61.12768,3,-204,4160,82.9,17.32,,"(45.94918, -61.12768)"
2018,Whycocomagh Bay,EMP-Level I,"Sep 25, 2018",0814,Fin,WYB57,Soft,45.94966,-61.12755,3,-201,1967,83.25,17.25,,"(45.94966, -61.12755)"
2018,Whycocomagh Bay,EMP-Level I,"Sep 25, 2018",0814,Fin,WYB58,Soft,45.95018,-61.12631,3,-198,2740,85.15,27.07,,"(45.95018, -61.12631)"
2018,Whycocomagh Bay,EMP-Level I,"Sep 25, 2018",0814,Fin,WYB59,Soft,45.95084,-61.12657,3,-192,2003,88.62,46.03,,"(45.95084, -61.12657)"
2018,Whycocomagh Bay,EMP-Level I,"Sep 25, 2018",0814,Ref,WYB61,Soft,45.94563,-61.13489,3,-195,47,76.62,13.83,,"(45.94563, -61.13489)"
2018,Whycocomagh Bay,EMP-Level I,"Sep 26, 2018",0600,Fin,WYB20,Soft,45.95176,-61.12061,3,-145,1453,84.7,19.25,,"(45.95176, -61.12061)"
2018,Whycocomagh Bay,EMP-Level I,"Sep 26, 2018",0600,Fin,WYB21,Soft,45.95157,-61.12108,3,-168,1720,87.28,24.31,,"(45.95157, -61.12108)"
2018,Whycocomagh Bay,EMP-Level I,"Sep 26, 2018",0600,Fin,WYB34,Soft,45.95104,-61.12106,3,-134,2203,87.11,37.74,,"(45.95104, -61.12106)"
2018,Whycocomagh Bay,EMP-Level I,"Sep 26, 2018",0600,Fin,WYB35,Soft,45.95115,-61.12157,3,-143,2570,86.96,27.04,,"(45.95115, -61.12157)"
2018,Whycocomagh Bay,EMP-Level I,"Sep 26, 2018",0600,Fin,WYB60,Soft,45.95126,-61.12107,3,-152,2699,88.03,43.28,,"(45.95126, -61.12107)"
2018,Whycocomagh Bay,EMP-Level I,"Sep 26, 2018",0600,Ref,WYB07,Soft,45.95022,-61.11938,3,-12,171,74.52,17.45,,"(45.95022, -61.11938)"
2018,Whycocomagh Bay,EMP-Level I,"Sep 26, 2018",0600,Ref,WYB13,Soft,45.94884,-61.12195,3,-139,978,84.8,17.67,,"(45.94884, -61.12195)"
2018,St. Mary's Bay,EMP-Level I,"Oct 01, 2018",1354,Fin,STM124,Soft,44.27299,-66.28775,3,339,34,30.94,2.29,,"(44.27299, -66.28775)"
2018,St. Mary's Bay,EMP-Level I,"Oct 01, 2018",1354,Fin,STM125,Soft,44.27154,-66.29011,3,346,41,27.87,1.98,,"(44.27154, -66.29011)"
2018,St. Mary's Bay,EMP-Level I,"Oct 01, 2018",1354,Fin,STM128,Soft,44.27193,-66.28824,3,358,57,30.38,2.25,,"(44.27193, -66.28824)"
2018,St. Mary's Bay,EMP-Level I,"Oct 01, 2018",1354,Fin,STM129,Soft,44.27252,-66.28983,3,403,13,29.85,2.28,,"(44.27252, -66.28983)"
2018,St. Mary's Bay,EMP-Level I,"Oct 01, 2018",1354,Fin,STM131,Soft,44.2711,-66.28912,3,300,60,29.39,1.92,,"(44.2711, -66.28912)"
2018,St. Mary's Bay,EMP-Level I,"Oct 01, 2018",1354,Ref,STM130,Soft,44.26796,-66.29392,3,344,35,30.53,2.42,,"(44.26796, -66.29392)"
2018,Aspotogan Harbour,EMP-Level I,"Oct 02, 2018",1006,Fin,APH08,Soft,44.50448,-64.05027,3,-6,440,31.55,2.61,,"(44.50448, -64.05027)"
2018,Aspotogan Harbour,EMP-Level I,"Oct 02, 2018",1006,Fin,APH24,Soft,44.505,-64.05055,3,68,457,44.2,5.59,,"(44.505, -64.05055)"
2018,Aspotogan Harbour,EMP-Level I,"Oct 02, 2018",1006,Fin,APH119,Soft,44.50475,-64.04939,3,-132,5073,71.24,40.34,,"(44.50475, -64.04939)"
2018,Aspotogan Harbour,EMP-Level I,"Oct 02, 2018",1006,Fin,APH120,Soft,44.50522,-64.04977,3,-34,370,45.52,6.31,,"(44.50522, -64.04977)"
