DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,LaboratoryName,ObjectId
HRM Lakes Water Quality Monitoring Data,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/5/2022 0:00,,m,Aluminum,,Total,140,ug/L,Actual,,5,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),3309
HRM Lakes Water Quality Monitoring Data,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/5/2022 0:00,,m,Antimony,,Total,,,Actual,Below Detection/Quantification Limit,1,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),3310
HRM Lakes Water Quality Monitoring Data,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/5/2022 0:00,,m,Barium,,Total,12,ug/L,Actual,,1,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),3311
HRM Lakes Water Quality Monitoring Data,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/5/2022 0:00,,m,Beryllium,,Total,,,Actual,Below Detection/Quantification Limit,0.1,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),3312
HRM Lakes Water Quality Monitoring Data,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/5/2022 0:00,,m,Bismuth,,Total,,,Actual,Below Detection/Quantification Limit,2,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),3313
HRM LakeWatchers 2023 Spring Lab Results,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/21/2023 0:00,-17,m,Chloride,,Dissolved,19,mg/L,Actual,,1,mg/L,Reporting Limit,4500-Cl- E m,APHA_SM23ED,ATL SOP 00014,Bureau Veritas (formerly Maxxam),3314
HRM LakeWatchers 2023 Spring Lab Results,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/19/2022 0:00,-17,m,Chloride,,Dissolved,21,mg/L,Actual,,1,mg/L,Reporting Limit,4500-Cl- E m,APHA_SM23ED,ATL SOP 00014,Bureau Veritas (formerly Maxxam),3315
HRM LakeWatchers 2023 Spring Lab Results,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/9/2023 0:00,-17,m,Chloride,,Dissolved,18,mg/L,Actual,,1,mg/L,Reporting Limit,4500-Cl- E m,APHA_SM23ED,ATL SOP 00014,Bureau Veritas (formerly Maxxam),3316
HRM Lakes Water Quality Monitoring Data,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/6/2022 0:00,,m,"Chlorophyll a, corrected for pheophytin",,,0.785,ug/L,Actual,,,,,"(Holm-Hansen et al., 1965)",DOI,acidification method,Dalhousie University,3317
HRM Lakes Water Quality Monitoring Data,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/6/2022 0:00,,m,"Chlorophyll a, corrected for pheophytin",,,1.5,ug/L,Actual,,,,,"(Holm-Hansen et al., 1965)",DOI,acidification method,Dalhousie University,3318
HRM LakeWatchers 2023 Spring Lab Results,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/19/2022 0:00,-17,m,"Chlorophyll a, corrected for pheophytin",,,0.486,ug/L,Actual,,,,,"(Holm-Hansen et al., 1965)",DOI,acidification method,Dalhousie University,3319
HRM LakeWatchers 2023 Spring Lab Results,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/19/2022 0:00,0,m,"Chlorophyll a, corrected for pheophytin",,,3.28,ug/L,Actual,,,,,"(Holm-Hansen et al., 1965)",DOI,acidification method,Dalhousie University,3320
HRM LakeWatchers 2023 Spring Lab Results,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/21/2023 0:00,-17,m,"Chlorophyll a, corrected for pheophytin",,,4.02,ug/L,Actual,,,,,"(Holm-Hansen et al., 1965)",DOI,acidification method,Dalhousie University,3321
HRM LakeWatchers 2023 Spring Lab Results,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/21/2023 0:00,0,m,"Chlorophyll a, corrected for pheophytin",,,1.87,ug/L,Actual,,,,,"(Holm-Hansen et al., 1965)",DOI,acidification method,Dalhousie University,3322
HRM LakeWatchers 2023 Spring Lab Results,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/9/2023 0:00,-17,m,"Chlorophyll a, corrected for pheophytin",,,0.406,ug/L,Actual,,,,,"(Holm-Hansen et al., 1965)",DOI,acidification method,Dalhousie University,3323
HRM LakeWatchers 2023 Spring Lab Results,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/9/2023 0:00,0,m,"Chlorophyll a, corrected for pheophytin",,,6.37,ug/L,Actual,,,,,"(Holm-Hansen et al., 1965)",DOI,acidification method,Dalhousie University,3324
HRM LakeWatchers 2023 Spring Lab Results,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/9/2023 0:00,-17,m,"Chlorophyll a, corrected for pheophytin",,,0.816,ug/L,Actual,,,,,"(Welschmeyer, 1994)",DOI,non-acidification method,Dalhousie University,3325
HRM LakeWatchers 2023 Spring Lab Results,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/9/2023 0:00,0,m,"Chlorophyll a, corrected for pheophytin",,,7.5,ug/L,Actual,,,,,"(Welschmeyer, 1994)",DOI,non-acidification method,Dalhousie University,3326
HRM LakeWatchers 2023 Spring Lab Results,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/21/2023 0:00,0,m,"Chlorophyll a, corrected for pheophytin",,,1.66,ug/L,Actual,,,,,"(Welschmeyer, 1994)",DOI,non-acidification method,Dalhousie University,3327
HRM LakeWatchers 2023 Spring Lab Results,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/21/2023 0:00,-17,m,"Chlorophyll a, corrected for pheophytin",,,3.42,ug/L,Actual,,,,,"(Welschmeyer, 1994)",DOI,non-acidification method,Dalhousie University,3328
HRM LakeWatchers 2023 Spring Lab Results,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/19/2022 0:00,0,m,"Chlorophyll a, corrected for pheophytin",,,3.93,ug/L,Actual,,,,,"(Welschmeyer, 1994)",DOI,non-acidification method,Dalhousie University,3329
HRM LakeWatchers 2023 Spring Lab Results,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/19/2022 0:00,-17,m,"Chlorophyll a, corrected for pheophytin",,,0.929,ug/L,Actual,,,,,"(Welschmeyer, 1994)",DOI,non-acidification method,Dalhousie University,3330
HRM Lakes Water Quality Monitoring Data,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/6/2022 0:00,,m,"Chlorophyll a, corrected for pheophytin",,,0.866,ug/L,Actual,,,,,"(Welschmeyer, 1994)",DOI,non-acidification method,Dalhousie University,3331
HRM Lakes Water Quality Monitoring Data,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/6/2022 0:00,,m,"Chlorophyll a, corrected for pheophytin",,,1.44,ug/L,Actual,,,,,"(Welschmeyer, 1994)",DOI,non-acidification method,Dalhousie University,3332
HRM Lakes Water Quality Monitoring Data,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/5/2022 0:00,,m,Cobalt,,Total,,,Actual,Below Detection/Quantification Limit,0.4,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),3333
HRM Lakes Water Quality Monitoring Data,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/5/2022 0:00,,m,Copper,,Total,0.68,ug/L,Actual,,0.5,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),3334
HRM Lakes Water Quality Monitoring Data,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/5/2022 0:00,,m,Escherichia coli,,,,,Actual,Below Detection/Quantification Limit,2,CFU/100mL,Reporting Limit,MOE E3371 R2 (2018),,ATL SOP 00097,Bureau Veritas (formerly Maxxam),3335
HRM LakeWatchers 2023 Spring Lab Results,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/19/2022 0:00,0,m,Escherichia coli,,,6,CFU/100ml,Actual,,2,CFU/100ml,Reporting Limit,MOE E3371 R2 (2018),PROPRIETARY,ATL SOP 00097,Bureau Veritas (formerly Maxxam),3336
HRM LakeWatchers 2023 Spring Lab Results,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/21/2023 0:00,0,m,Escherichia coli,,,,,Actual,Below Detection/Quantification Limit,2,CFU/100ml,Reporting Limit,MOE E3371 R2 (2018),PROPRIETARY,ATL SOP 00097,Bureau Veritas (formerly Maxxam),3337
HRM LakeWatchers 2023 Spring Lab Results,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/9/2023 0:00,0,m,Escherichia coli,,,4,CFU/100ml,Actual,,2,CFU/100ml,Reporting Limit,MOE E3371 R2 (2018),PROPRIETARY,ATL SOP 00097,Bureau Veritas (formerly Maxxam),3338
HRM Lakes Water Quality Monitoring Data,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/5/2022 0:00,,m,Iron,,Total,150,ug/L,Actual,,50,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),3339
HRM Lakes Water Quality Monitoring Data,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/5/2022 0:00,,m,Lead,,Total,,,Actual,Below Detection/Quantification Limit,0.5,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),3340
HRM Lakes Water Quality Monitoring Data,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/5/2022 0:00,,m,Mercury,,Total,,,Actual,Below Detection/Quantification Limit,0.013,ug/L,Reporting Limit,245.1 R3 m,USEPA,ATL SOP 00026,Bureau Veritas (formerly Maxxam),3341
HRM Lakes Water Quality Monitoring Data,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/5/2022 0:00,,m,Molybdenum,,Total,,,Actual,Below Detection/Quantification Limit,2,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),3342
HRM Lakes Water Quality Monitoring Data,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/5/2022 0:00,,m,Nickel,,Total,,,Actual,Below Detection/Quantification Limit,2,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),3343
HRM Lakes Water Quality Monitoring Data,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/5/2022 0:00,,m,Potassium,,Total,650,ug/L,Actual,,100,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),3344
HRM Lakes Water Quality Monitoring Data,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/5/2022 0:00,,m,Selenium,,Total,,,Actual,Below Detection/Quantification Limit,0.5,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),3345
HRM Lakes Water Quality Monitoring Data,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/5/2022 0:00,,m,Silver,,Total,,,Actual,Below Detection/Quantification Limit,0.1,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),3346
HRM Lakes Water Quality Monitoring Data,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/5/2022 0:00,,m,Strontium,,Total,13,ug/L,Actual,,2,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),3347
HRM LakeWatchers 2023 Spring Lab Results,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/19/2022 0:00,-17,m,"Total Phosphorus, mixed forms",as P,Unfiltered,0.0042,mg/L,Actual,,0.001,mg/L,Reporting Limit,"4500-P A,B,F m",APHA_SM23ED,AB SOP-00024,Bureau Veritas (formerly Maxxam),3348
HRM LakeWatchers 2023 Spring Lab Results,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/19/2022 0:00,0,m,"Total Phosphorus, mixed forms",as P,Unfiltered,,,Actual,Below Detection/Quantification Limit,0.001,mg/L,Reporting Limit,"4500-P A,B,F m",APHA_SM23ED,AB SOP-00024,Bureau Veritas (formerly Maxxam),3349
HRM LakeWatchers 2023 Spring Lab Results,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/21/2023 0:00,-17,m,"Total Phosphorus, mixed forms",as P,Unfiltered,0.0045,mg/L,Actual,,0.001,mg/L,Reporting Limit,"4500-P A,B,F m",APHA_SM23ED,AB SOP-00025,Bureau Veritas (formerly Maxxam),3350
HRM LakeWatchers 2023 Spring Lab Results,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/21/2023 0:00,0,m,"Total Phosphorus, mixed forms",as P,Unfiltered,0.0052,mg/L,Actual,,0.001,mg/L,Reporting Limit,"4500-P A,B,F m",APHA_SM23ED,AB SOP-00025,Bureau Veritas (formerly Maxxam),3351
HRM LakeWatchers 2023 Spring Lab Results,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/9/2023 0:00,-17,m,"Total Phosphorus, mixed forms",as P,Unfiltered,0.0051,mg/L,Actual,,0.001,mg/L,Reporting Limit,"4500-P A,B,F m",APHA_SM23ED,AB SOP-00025,Bureau Veritas (formerly Maxxam),3352
HRM LakeWatchers 2023 Spring Lab Results,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/9/2023 0:00,0,m,"Total Phosphorus, mixed forms",as P,Unfiltered,0.013,mg/L,Actual,,0.001,mg/L,Reporting Limit,"4500-P A,B,F m",APHA_SM23ED,AB SOP-00025,Bureau Veritas (formerly Maxxam),3353
HRM Lakes Water Quality Monitoring Data,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/5/2022 0:00,,m,"Total Phosphorus, mixed forms",as P,Total,0.0068,mg/L,Actual,,0.001,mg/L,Reporting Limit,"SM 23 4500-P A,B,F m",,AB SOP-00024,Bureau Veritas (formerly Maxxam),3354
HRM Lakes Water Quality Monitoring Data,KIN_SD,Kinsac Lake Deep Water,44.82,-63.650278,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/5/2022 0:00,,m,"Total Phosphorus, mixed forms",as P,Total,0.0083,mg/L,Actual,,0.001,mg/L,Reporting Limit,"SM 23 4500-P A,B,F m",,AB SOP-00024,Bureau Veritas (formerly Maxxam),3355
HRM LakeWatchers 2023 Spring Lab Results,KIN_OUT,Kinsac Lake Outlet,44.846944,-63.651944,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/21/2023 0:00,0,m,Chloride,,Dissolved,16,mg/L,Actual,,1,mg/L,Reporting Limit,4500-Cl- E m,APHA_SM23ED,ATL SOP 00014,Bureau Veritas (formerly Maxxam),3356
HRM LakeWatchers 2023 Spring Lab Results,KIN_OUT,Kinsac Lake Outlet,44.846944,-63.651944,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/19/2022 0:00,0,m,Chloride,,Dissolved,18,mg/L,Actual,,1,mg/L,Reporting Limit,4500-Cl- E m,APHA_SM23ED,ATL SOP 00014,Bureau Veritas (formerly Maxxam),3357
HRM LakeWatchers 2023 Spring Lab Results,KIN_OUT,Kinsac Lake Outlet,44.846944,-63.651944,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/9/2023 0:00,0,m,Chloride,,Dissolved,9.7,mg/L,Actual,,1,mg/L,Reporting Limit,4500-Cl- E m,APHA_SM23ED,ATL SOP 00014,Bureau Veritas (formerly Maxxam),3358
HRM Lakes Water Quality Monitoring Data,KIN_OUT,Kinsac Lake Outlet,44.846944,-63.651944,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/5/2022 0:00,0,m,Chloride,,Dissolved,11,mg/L,Actual,,1,mg/L,Reporting Limit,SM 23 4500-Cl- E m,,ATL SOP 00014,Bureau Veritas (formerly Maxxam),3359
HRM Lakes Water Quality Monitoring Data,KIN_OUT,Kinsac Lake Outlet,44.846944,-63.651944,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/6/2022 0:00,0,m,"Chlorophyll a, corrected for pheophytin",,,1.89,ug/L,Actual,,,,,"(Holm-Hansen et al., 1965)",DOI,acidification method,Dalhousie University,3360
HRM LakeWatchers 2023 Spring Lab Results,KIN_OUT,Kinsac Lake Outlet,44.846944,-63.651944,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/19/2022 0:00,0,m,"Chlorophyll a, corrected for pheophytin",,,1.53,ug/L,Actual,,,,,"(Holm-Hansen et al., 1965)",DOI,acidification method,Dalhousie University,3361
HRM LakeWatchers 2023 Spring Lab Results,KIN_OUT,Kinsac Lake Outlet,44.846944,-63.651944,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/21/2023 0:00,0,m,"Chlorophyll a, corrected for pheophytin",,,2.51,ug/L,Actual,,,,,"(Holm-Hansen et al., 1965)",DOI,acidification method,Dalhousie University,3362
HRM LakeWatchers 2023 Spring Lab Results,KIN_OUT,Kinsac Lake Outlet,44.846944,-63.651944,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/9/2023 0:00,0,m,"Chlorophyll a, corrected for pheophytin",,,4.54,ug/L,Actual,,,,,"(Holm-Hansen et al., 1965)",DOI,acidification method,Dalhousie University,3363
HRM Lakes Water Quality Monitoring Data,KIN_OUT,Kinsac Lake Outlet,44.846944,-63.651944,WGS84,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,5/5/2022 0:00,0,m,Conductivity,,,0.05,ms/cm,Actual,,,,,,YSI,,,3364
HRM Lakes Water Quality Monitoring Data,KIN_OUT,Kinsac Lake Outlet,44.846944,-63.651944,WGS84,Lake/Pond,Sample-Routine,Surface Water,5/5/2022 0:00,0,m,Escherichia coli,,,2,CFU/100mL,Actual,,2,CFU/100mL,Reporting Limit,MOE E3371 R2 (2018),,ATL SOP 00097,Bureau Veritas (formerly Maxxam),3365
HRM LakeWatchers 2023 Spring Lab Results,KIN_OUT,Kinsac Lake Outlet,44.846944,-63.651944,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/19/2022 0:00,0,m,Escherichia coli,,,4,CFU/100ml,Actual,,2,CFU/100ml,Reporting Limit,MOE E3371 R2 (2018),PROPRIETARY,ATL SOP 00097,Bureau Veritas (formerly Maxxam),3366
HRM LakeWatchers 2023 Spring Lab Results,KIN_OUT,Kinsac Lake Outlet,44.846944,-63.651944,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/21/2023 0:00,0,m,Escherichia coli,,,,,Actual,Below Detection/Quantification Limit,2,CFU/100ml,Reporting Limit,MOE E3371 R2 (2018),PROPRIETARY,ATL SOP 00097,Bureau Veritas (formerly Maxxam),3367
HRM LakeWatchers 2023 Spring Lab Results,KIN_OUT,Kinsac Lake Outlet,44.846944,-63.651944,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/9/2023 0:00,0,m,Escherichia coli,,,20,CFU/100ml,Actual,,2,CFU/100ml,Reporting Limit,MOE E3371 R2 (2018),PROPRIETARY,ATL SOP 00097,Bureau Veritas (formerly Maxxam),3368
HRM Lakes Water Quality Monitoring Data,KIN_OUT,Kinsac Lake Outlet,44.846944,-63.651944,WGS84,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,5/5/2022 0:00,0,m,"Temperature, water",,,10.4,deg C,Actual,,,,,,YSI,,,3369
HRM LakeWatchers 2023 Spring Lab Results,KIN_OUT,Kinsac Lake Outlet,44.846944,-63.651944,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/19/2022 0:00,0,m,"Total Phosphorus, mixed forms",as P,Unfiltered,,,Actual,Below Detection/Quantification Limit,0.001,mg/L,Reporting Limit,"4500-P A,B,F m",APHA_SM23ED,AB SOP-00024,Bureau Veritas (formerly Maxxam),3370
HRM Lakes Water Quality Monitoring Data,BAN_SD,Lake Banook Deep Water,44.680556,-63.555556,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/27/2022 0:00,,m,Antimony,,Total,,,Actual,Below Detection/Quantification Limit,1,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),3371
HRM Lakes Water Quality Monitoring Data,BAN_SD,Lake Banook Deep Water,44.680556,-63.555556,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/27/2022 0:00,,m,Barium,,Total,23,ug/L,Actual,,1,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),3372
HRM Lakes Water Quality Monitoring Data,BAN_SD,Lake Banook Deep Water,44.680556,-63.555556,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/27/2022 0:00,,m,Beryllium,,Total,,,Actual,Below Detection/Quantification Limit,0.1,ug/L,Reporting Limit,6020B R2 m,USEPA,ATL SOP 00058,Bureau Veritas (formerly Maxxam),3373
HRM LakeWatchers 2023 Spring Lab Results,BAN_SD,Lake Banook Deep Water,44.680556,-63.555556,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/16/2022 0:00,-11,m,Chloride,,Dissolved,240,mg/L,Actual,,5,mg/L,Reporting Limit,4500-Cl- E m,APHA_SM23ED,ATL SOP 00016,Bureau Veritas (formerly Maxxam),3374
HRM LakeWatchers 2023 Spring Lab Results,BAN_SD,Lake Banook Deep Water,44.680556,-63.555556,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/18/2023 0:00,-11,m,Chloride,,Dissolved,180,mg/L,Actual,,5,mg/L,Reporting Limit,4500-Cl- E m,APHA_SM23ED,ATL SOP 00016,Bureau Veritas (formerly Maxxam),3375
HRM Lakes Water Quality Monitoring Data,BAN_OUT,Lake Banook Outlet,44.674722,-63.562222,WGS84,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,4/27/2022 0:00,0,m,Conductivity,,,0.442,ms/cm,Actual,,,,,,YSI,,,3376
HRM Lakes Water Quality Monitoring Data,BAN_OUT,Lake Banook Outlet,44.674722,-63.562222,WGS84,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,4/27/2022 0:00,0,m,Dissolved Oxygen (DO),,,9.24,mg/L,Actual,,,,,,YSI,,,3377
HRM Lakes Water Quality Monitoring Data,BAN_OUT,Lake Banook Outlet,44.674722,-63.562222,WGS84,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,4/27/2022 0:00,0,m,pH,,,8.25,None,Actual,,,,,,YSI,,,3378
HRM Lakes Water Quality Monitoring Data,BAN_OUT,Lake Banook Outlet,44.674722,-63.562222,WGS84,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,4/27/2022 0:00,0,m,"Temperature, water",,,9.66,deg C,Actual,,,,,,YSI,,,3379
HRM LakeWatchers 2023 Spring Lab Results,BAN_SD,Lake Banook Deep Water,44.680556,-63.555556,WGS84,Lake/Pond,Sample-Routine,Surface Water,8/14/2023 0:00,-11,m,Chloride,,Dissolved,200,mg/L,Actual,,5,mg/L,Reporting Limit,4500-Cl- E m,APHA_SM23ED,ATL SOP 00016,Bureau Veritas (formerly Maxxam),3380
HRM Lakes Water Quality Monitoring Data,BAN_SD,Lake Banook Deep Water,44.680556,-63.555556,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/28/2022 0:00,,m,"Chlorophyll a, corrected for pheophytin",,,3.17,ug/L,Actual,,,,,"(Holm-Hansen et al., 1965)",DOI,acidification method,Dalhousie University,3381
HRM Lakes Water Quality Monitoring Data,BAN_SD,Lake Banook Deep Water,44.680556,-63.555556,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/28/2022 0:00,,m,"Chlorophyll a, corrected for pheophytin",,,6,ug/L,Actual,,,,,"(Holm-Hansen et al., 1965)",DOI,acidification method,Dalhousie University,3382
HRM LakeWatchers 2023 Spring Lab Results,BAN_SD,Lake Banook Deep Water,44.680556,-63.555556,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/18/2023 0:00,-11,m,"Chlorophyll a, corrected for pheophytin",,,0.594,ug/L,Actual,,,,,"(Holm-Hansen et al., 1965)",DOI,acidification method,Dalhousie University,3383
HRM LakeWatchers 2023 Spring Lab Results,BAN_SD,Lake Banook Deep Water,44.680556,-63.555556,WGS84,Lake/Pond,Sample-Routine,Surface Water,4/18/2023 0:00,0,m,"Chlorophyll a, corrected for pheophytin",,,0.807,ug/L,Actual,,,,,"(Holm-Hansen et al., 1965)",DOI,acidification method,Dalhousie University,3384
